Unnamed: 0,Source_ID,Target_ID,Source_Mol,Target_Mol,Source_Mol_pCMC,Target_Mol_pCMC,Delta_pCMC
682,compound_265,compound_415,CCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.02701077314465,2.30102999566398,"(0.1, 0.3]"
545,compound_423,compound_392,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,2.67778070526608,"(1.9, 2.1]"
1036,compound_267,compound_224,CCCCCCOCCOCCOCCOCCO,CCCCCCCCOCCOCCOCCOCCO,0.934628784656525,2.08884572982788,"(1.1, 1.3]"
771,compound_33,compound_35,CCCCC=COOCCOCCOCCOCCOCCOCC,CCCCCCC=COOCCOCCOCCOCCOCCOCC,1.0160130780348102,1.6699922991272398,"(0.5, 0.7]"
1041,compound_268,compound_225,CCCCCCOCCOCCOCCOCCOCCO,CCCCCCCCOCCOCCOCCOCCOCCO,0.961923122406006,2.0362121726544498,"(0.9, 1.1]"
1026,compound_417,compound_416,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,1.74472749489669,1.99139982823808,"(0.1, 0.3]"
8,compound_409,compound_378,CCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,CCCCCCCCCCNC(=O)C(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.08092190762393,2.8860566476931604,"(1.7, 1.9]"
253,compound_306,compound_303,COCCOCCOCCCC(F)(F)C(F)(F)C(F)(F)C(F)F,COCCOCCOCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.0970186002025,4.0970186002025,"(1.9, 2.1]"
815,compound_232,compound_407,CCCCCCCCOOCCOCCOCC,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,2.12499664639996,2.744727494896689,"(0.5, 0.7]"
71,compound_353,compound_354,CCCCCCCCCCCC(=O)N(C)CC(=O)O,CCCCCCCCCCCC(=O)N(C)CC(O)CO,3.63078414258986,3.6382721639824105,"(-0.1, 0.1]"
110,compound_111,compound_112,CCCCCCCCCCCCCCCCCCN(C)C(=O)C(O)C(O)C(O)C(O)CO,CCCCCCCCCCCCCCCCCCN(C)C(=O)COCOCOCO,4.93277835845947,5.54515513999149,"(0.5, 0.7]"
842,compound_140,compound_139,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,5.6779875614176,5.921180816901151,"(0.1, 0.3]"
147,compound_29,compound_295,CCCC(O)OCCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCOC(O)C(CC)CC,0.0969100130080563,1.0,"(0.9, 1.1]"
922,compound_236,compound_245,CCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCC)cc1,1.88605664769316,3.55284196865778,"(1.5, 1.7]"
275,compound_272,compound_36,CCCCCCOOCCOCCOCCOCC,CCCCCCCC(O)OCCOCCOCC,1.0319842860063602,2.30980391997149,"(1.1, 1.3]"
2,compound_290,compound_289,CCCOCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCOCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,4.04599883231843,4.95900230757651,"(0.9, 1.1]"
454,compound_99,compound_98,CCCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,5.769551078621732,5.779891911959949,"(-0.1, 0.1]"
1050,compound_223,compound_228,CCCCCCCCOCCOCCOCCO,CCCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,2.30980391997149,2.35704112059021,"(-0.1, 0.1]"
1248,compound_24,compound_226,CCC(CC)COCCOCCOCCOCCOCCOCCO,CCCCCCCCOCCOCCOCCOCCOCCOCCO,0.5701470375061041,2.00436480540245,"(1.3, 1.5]"
1046,compound_269,compound_201,CCCCCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,1.1322953701019298,3.04575749056068,"(1.9, 2.1]"
238,compound_220,compound_222,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOCCO,2.1739900222089,2.30980391997149,"(0.1, 0.3]"
1126,compound_264,compound_198,CCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,1.74496883665445,3.09199779882745,"(1.3, 1.5]"
68,compound_200,compound_57,CCCCCCCCCCOCCOCCOCCOCCOCCO,CCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.11918640771921,3.3010299956639804,"(0.1, 0.3]"
809,compound_233,compound_232,CCCCCCCCOOCCOCCOCCOCC,CCCCCCCCOOCCOCCOCC,2.0629838925351898,2.12499664639996,"(-0.1, 0.1]"
161,compound_29,compound_54,CCCC(O)OCCOCCOCCOCCOCCOCC,CCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,0.0969100130080563,3.04575749056068,"(2.9, 3.1]"
783,compound_283,compound_35,CCCCOOCCOCCOCCOCCOCCOCC,CCCCCCC=COOCCOCCOCCOCCOCCOCC,0.110026361596004,1.6699922991272398,"(1.5, 1.7]"
730,compound_280,compound_220,CCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,1.23702150913226,2.1739900222089,"(0.9, 1.1]"
570,compound_398,compound_223,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCOCCOCCOCCO,2.23657200643706,2.30980391997149,"(-0.1, 0.1]"
574,compound_399,compound_398,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,CCCCCCCCOC[C@@H](O)CO,1.6382721639824098,2.23657200643706,"(0.5, 0.7]"
772,compound_33,compound_45,CCCCC=COOCCOCCOCCOCCOCCOCC,CCCCCCCCC=COOCCOCCOCCOCCOCCOCC,1.0160130780348102,2.54698760887855,"(1.5, 1.7]"
558,compound_408,compound_403,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.92081875395238,3.3187587626244106,"(0.3, 0.5]"
6,compound_288,compound_291,CCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCOCCOCCOC(=O)C(N)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.00899555966925,2.85387196432176,"(0.7, 0.9]"
361,compound_55,compound_53,CCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCC(O)OCCOCCOCCOCCOCC,3.0,3.11918640771921,"(0.1, 0.3]"
431,compound_83,compound_82,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,5.6382721639824105,5.67778070526608,"(-0.1, 0.1]"
635,compound_264,compound_220,CCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,1.74496883665445,2.1739900222089,"(0.3, 0.5]"
421,compound_80,compound_77,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,4.0,4.06048074738138,"(-0.1, 0.1]"
122,compound_2,compound_5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCO)cc1,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,3.3506622314453103,4.0,"(0.5, 0.7]"
719,compound_284,compound_276,CCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,0.7449688366544491,1.41998788747058,"(0.5, 0.7]"
321,compound_237,compound_42,CCCCCCCCSCC(CO)OCC(O)CO,CCCCCCCCC(O)CO,2.07099001450604,2.63827216398241,"(0.5, 0.7]"
1064,compound_223,compound_382,CCCCCCCCOCCOCCOCCO,CCCCCCCCCCOCCOCCOCCO,2.30980391997149,3.22184874961636,"(0.9, 1.1]"
197,compound_330,compound_337,CCCCCC(CCCC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCC(CC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.82390874094432,2.07058107428571,"(0.1, 0.3]"
1209,compound_372,compound_375,CCCCCCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,3.72124639904717,4.30102999566398,"(0.5, 0.7]"
1031,compound_418,compound_408,CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,1.92081875395238,2.92081875395238,"(0.9, 1.1]"
633,compound_220,compound_404,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.1739900222089,3.27572413039921,"(1.1, 1.3]"
203,compound_400,compound_406,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,1.69897000433602,3.42021640338319,"(1.7, 1.9]"
673,compound_284,compound_263,CCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,0.7449688366544491,2.03602339000339,"(1.1, 1.3]"
281,compound_37,compound_53,CCCCCCCC(O)OCCOCCOCCOCCOCC,CCCCCCCCCC(O)OCCOCCOCCOCCOCC,2.0362121726544498,3.11918640771921,"(0.9, 1.1]"
126,compound_3,compound_5,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCO)cc1,CC(C)(C)CC(C)(C)c1ccc(OCCOCCOCCOCCOCCO)cc1,3.58840680122375,4.0,"(0.3, 0.5]"
442,compound_190,compound_86,CCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCC(O)OCCOCCOCCOCCOCC,4.0,4.3098039199714915,"(0.3, 0.5]"
54,compound_349,compound_393,CCCCCCCCCC(=O)OCC(O)C(O)C(O)CO,CCCCCCCCCOC1OC(CO)C(O)C(O)C1O,1.23657200643706,2.16115090926275,"(0.9, 1.1]"
980,compound_233,compound_240,CCCCCCCCOOCCOCCOCCOCC,CCCCCCCCc1ccc(OCCOCCOCCOCC)cc1,2.0629838925351898,3.88605664769316,"(1.7, 1.9]"
1055,compound_223,compound_406,CCCCCCCCOCCOCCOCCO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,2.30980391997149,3.42021640338319,"(1.1, 1.3]"
879,compound_257,compound_256,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCCOCC,3.60205999132796,3.6779875614176,"(-0.1, 0.1]"
982,compound_233,compound_239,CCCCCCCCOOCCOCCOCCOCC,CCCCCCCCc1ccc(OCCOCCOCC)cc1,2.0629838925351898,4.01322826573376,"(1.9, 2.1]"
559,compound_403,compound_387,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,CCCCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,3.3187587626244106,4.48148606012211,"(1.1, 1.3]"
314,compound_400,compound_42,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCC(O)CO,1.69897000433602,2.63827216398241,"(0.9, 1.1]"
379,compound_197,compound_60,CCCCCCCCCCN(C)C(=O)COCOCOCO,CCCCCCCCCCC(O)CO,2.8894102897007503,3.74496883665445,"(0.7, 0.9]"
507,compound_294,compound_274,CCOCCOCCOCCOCCOCCOC(O)C(C)C,CCCCCCOOCCOCCOCCOCCOCCOCC,0.0409586076789063,1.16399254087447,"(1.1, 1.3]"
592,compound_337,compound_345,CCCCCCCC(CC)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCC(C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.07058107428571,2.3467874862246605,"(0.1, 0.3]"
883,compound_245,compound_243,CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCC)cc1,CCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCC)cc1,3.55284196865778,3.60205999132796,"(-0.1, 0.1]"
303,compound_398,compound_41,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCC(O)CCO,2.23657200643706,2.63827216398241,"(0.3, 0.5]"
60,compound_203,compound_56,CCCCCCCCCCOOCCOCCOCC,CCCCCCCCCCC(=O)N(CCO)CCO,3.2219935385764904,3.57839607313017,"(0.3, 0.5]"
90,compound_72,compound_64,CCCCCCCCCCCC(O)NCCOCCOCCOCCO,CCCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.61101121487529,3.85725331306458,"(0.1, 0.3]"
562,compound_398,compound_404,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.23657200643706,3.27572413039921,"(0.9, 1.1]"
446,compound_186,compound_86,CCCCCCCCCCCCOOCCOCCOCCOCC,CCCCCCCCCCCCC(O)OCCOCCOCCOCCOCC,4.19402364928244,4.3098039199714915,"(0.1, 0.3]"
600,compound_275,compound_415,CCCCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,1.7958800173440803,2.30102999566398,"(0.5, 0.7]"
537,compound_411,compound_396,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0362121726544498,2.17392519729917,"(0.1, 0.3]"
1067,compound_408,compound_406,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,2.92081875395238,3.42021640338319,"(0.3, 0.5]"
1148,compound_382,compound_386,CCCCCCCCCCOCCOCCOCCO,CCCCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,3.22184874961636,3.60205999132796,"(0.3, 0.5]"
684,compound_265,compound_210,CCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,2.02701077314465,2.6779875614176003,"(0.5, 0.7]"
170,compound_29,compound_283,CCCC(O)OCCOCCOCCOCCOCCOCC,CCCCOOCCOCCOCCOCCOCCOCC,0.0969100130080563,0.110026361596004,"(-0.1, 0.1]"
538,compound_411,compound_392,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0362121726544498,2.67778070526608,"(0.5, 0.7]"
280,compound_38,compound_37,CCCCCCCC(O)OCCOCCOCCOCCOCCOCC,CCCCCCCC(O)OCCOCCOCCOCCOCC,2.00436480540245,2.0362121726544498,"(-0.1, 0.1]"
597,compound_400,compound_328,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CC(C)CCCC(C)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.69897000433602,2.39794000867204,"(0.5, 0.7]"
1135,compound_198,compound_385,CCCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,3.09199779882745,3.15490195998574,"(-0.1, 0.1]"
702,compound_279,compound_270,CCCCCSC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,1.33695902510603,2.0,"(0.5, 0.7]"
80,compound_63,compound_73,CCCCCCCCCCCC(=O)N(CCO)CCO,CCCCCCCCCCCC(O)OCCOCC,3.57839607313017,4.48148606012211,"(0.9, 1.1]"
1125,compound_212,compound_208,CCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,2.51999305704285,3.0,"(0.3, 0.5]"
380,compound_62,compound_60,CCCCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,CCCCCCCCCCC(O)CO,2.6579723119125296,3.74496883665445,"(0.9, 1.1]"
45,compound_419,compound_421,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.33724216831843,"(0.3, 0.5]"
571,compound_398,compound_406,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,2.23657200643706,3.42021640338319,"(1.1, 1.3]"
984,compound_204,compound_203,CCCCCCCCCCOOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCC,3.16698045292347,3.2219935385764904,"(-0.1, 0.1]"
236,compound_222,compound_404,CCCCCCCCOCCO,CCCCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,2.30980391997149,3.27572413039921,"(0.9, 1.1]"
114,compound_416,compound_331,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,CCCCCCC(=O)OCC(O)C(O)C(O)CO,1.99139982823808,2.0,"(-0.1, 0.1]"
19,compound_420,compound_410,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.0,"(0.5, 0.7]"
1120,compound_405,compound_402,CCCCCCCCSC1OC(CO)C(O)C(O)C1O,CCCCCCCCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,2.07058107428571,2.22184874961636,"(0.1, 0.3]"
67,compound_199,compound_57,CCCCCCCCCCOCCOCCOCCOCCO,CCCCCCCCCCC(=O)NCCOCCOCCOCCO,3.1674910872937594,3.3010299956639804,"(0.1, 0.3]"
1205,compound_175,compound_176,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO,4.05365228652954,4.402836322784419,"(0.3, 0.5]"
855,compound_208,compound_205,CCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCCOCC,3.0,3.10001543745061,"(0.1, 0.3]"
598,compound_328,compound_384,CC(C)CCCC(C)CCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,CCCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,2.39794000867204,2.69897000433602,"(0.3, 0.5]"
73,compound_70,compound_353,CCCCCCCCCCCC(O)NCCOCCO,CCCCCCCCCCCC(=O)N(C)CC(=O)O,3.39804859586648,3.63078414258986,"(0.1, 0.3]"
634,compound_220,compound_210,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,2.1739900222089,2.6779875614176003,"(0.5, 0.7]"
414,compound_78,compound_75,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCC(O)OCCOCCOCCOCC,4.08618614761628,4.19382002601611,"(0.1, 0.3]"
464,compound_220,compound_221,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOCC(O)CO,2.1739900222089,2.23702150913226,"(-0.1, 0.1]"
963,compound_255,compound_254,CCCCCCCCc1ccccc1OOCCOCCOCCOCCOCC,CCCCCCCCc1ccccc1OOCCOCCOCCOCC,3.82390874094432,3.88605664769316,"(-0.1, 0.1]"
1062,compound_401,compound_223,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,CCCCCCCCOCCOCCOCCO,1.7958800173440803,2.30980391997149,"(0.5, 0.7]"
978,compound_233,compound_204,CCCCCCCCOOCCOCCOCCOCC,CCCCCCCCCCOOCCOCCOCCOCC,2.0629838925351898,3.16698045292347,"(1.1, 1.3]"
1111,compound_399,compound_394,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,CCCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,1.6382721639824098,2.15490195998574,"(0.5, 0.7]"
1109,compound_399,compound_401,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,CCCCCCCCO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,1.6382721639824098,1.7958800173440803,"(0.1, 0.3]"
228,compound_399,compound_219,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N,CCCCCCCCOC(CO)CO,1.6382721639824098,2.2841155529022203,"(0.5, 0.7]"
482,compound_237,compound_406,CCCCCCCCSCC(CO)OCC(O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,2.07099001450604,3.42021640338319,"(1.3, 1.5]"
451,compound_93,compound_94,CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,5.0,5.045757490560679,"(-0.1, 0.1]"
544,compound_396,compound_408,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,2.17392519729917,2.92081875395238,"(0.7, 0.9]"
1156,compound_201,compound_199,CCCCCCCCCCOCCOCCOCCOCCOCCOCCO,CCCCCCCCCCOCCOCCOCCOCCO,3.04575749056068,3.1674910872937594,"(0.1, 0.3]"
455,compound_144,compound_98,CCCCCCCCCCCCCCCOOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,5.45605605751709,5.779891911959949,"(0.3, 0.5]"
602,compound_417,compound_415,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCSC1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,1.74472749489669,2.30102999566398,"(0.5, 0.7]"
407,compound_354,compound_74,CCCCCCCCCCCC(=O)N(C)CC(O)CO,CCCCCCCCCCCC(O)OCCOCCOCC,3.6382721639824105,4.2839966563652006,"(0.5, 0.7]"
